Angle (deg),
36.598,
34.499,
32.382,
30.242,
28.076,
25.879,
23.644,
21.365,
19.03,
16.626,
14.135,
11.531,
8.778,
5.822,
2.582,
-1.077,
-5.38,
-10.747,
-18.023,
-29.08,
-47.912,
-70.492,
-50.402,
-30.595,
-19.014,
-11.485,
-5.984,
-1.603,
2.103,
5.376,
8.354,
11.122,
13.737,
16.235,
18.645,
20.984,
23.266,
25.502,
27.7,
29.866,
32.006,
34.123,
36.221,
38.302,
40.369,
42.423,
44.465,
46.498,
48.523,
50.54,
52.55,
54.553,
56.552,
58.545,
60.535,
62.52,
64.502,
66.48,
68.456,
70.43,
72.401,
74.37,
76.337,
78.302,
80.266,
82.228,
84.188,
86.143,
88.084,
89.592,
87.912,
85.969,
84.013,
82.054,
80.093,
78.131,
76.167,
74.201,
72.234,
70.266,
68.295,
66.322,
64.346,
62.367,
60.385,
58.4,
56.41,
54.416,
52.416,
50.411,
48.399,
46.379,
44.352,
42.314,
40.266,
38.206,
36.131,
34.039,
31.929,
29.796,
27.637,
25.446,
23.218,
20.944,
18.614,
16.214,
13.725,
11.121,
8.365,
5.403,
2.152,
-1.524,
-5.848,
-11.23,
-18.452,
-29.031,
-44.72,
-55.472,
-42.018,
-27.153,
-17.271,
-10.43,
-5.263,
-1.068,
2.523,
5.718,
8.638,
11.362,
13.941,
16.409,
18.792,
21.107,
23.367,
25.582,
27.761,
29.908,
32.029,
34.128,
36.208,
38.271,
40.32,
42.356,
44.38,
46.395,
48.4,
50.398,
52.388,
54.371,
56.348,
58.32,
60.285,
62.246,
64.201,
66.151,
68.095,
70.034,
71.965,
73.888,
75.801,
77.698,
79.575,
81.417,
83.198,
84.855,
86.223,
86.894,
86.449,
85.189,
83.576,
81.816,
79.986,
78.118,
76.228,
74.322,
72.405,
70.48,
68.548,
66.611,
64.668,
62.721,
60.769,
58.813,
56.851,
54.885,
52.913,
50.936,
48.952,
46.961,
44.962,
42.954,
40.937,
38.908,
36.867,
34.811,
32.739,
30.647,
28.533,
26.392,
24.22,
22.009,
19.754,
17.442,
15.06,
12.591,
10.009,
7.282,
4.36,
1.174,
-2.376,
-6.429,
-11.16,
-16.668,
-22.498,
-26.561,
-25.861,
-21.037,
-15.209,
-9.926,
-5.41,
-1.52,
1.91,
5.009,
7.865,
10.542,
13.083,
15.519,
17.872,
20.159,
22.393,
24.582,
26.735,
28.857,
30.953,
33.027,
35.081,
37.118,
39.14,
41.15,
43.147,
45.133,
47.11,
49.077,
51.036,
52.987,
54.931,
56.866,
58.794,
60.714,
62.626,
64.529,
66.421,
68.302,
70.169,
72.018,
73.845,
75.641,
77.395,
79.088,
80.687,
82.134,
83.333,
84.128,
84.348,
83.93,
82.987,
81.697,
80.195,
78.565,
76.853,
75.087,
73.285,
71.456,
69.606,
67.742,
65.864,
63.976,
62.08,
60.175,
58.263,
56.344,
54.418,
52.485,
50.546,
48.6,
46.646,
44.684,
42.714,
40.734,
38.743,
36.741,
34.726,
32.696,
30.649,
28.582,
26.492,
24.375,
22.227,
20.041,
17.81,
15.524,
13.171,
10.735,
8.196,
5.529,
2.704,
-0.31,
-3.533,
-6.936,
-10.349,
-13.315,
-15.035,
-14.81,
-12.748,
-9.64,
-6.22,
-2.864,
0.299,
3.257,
6.034,
8.661,
11.166,
13.574,
15.902,
18.166,
20.377,
22.545,
24.675,
26.774,
28.847,
30.897,
32.927,
34.94,
36.937,
38.921,
40.892,
42.852,
44.801,
46.74,
48.67,
50.591,
52.503,
54.406,
56.3,
58.185,
60.059,
61.923,
63.774,
65.61,
67.43,
69.229,
71.003,
72.744,
74.442,
76.082,
77.643,
79.09,
80.373,
81.418,
82.131,
82.417,
82.231,
81.603,
80.621,
79.384,
77.969,
76.432,
74.809,
73.125,
71.397,
69.634,
67.845,
66.035,
64.208,
62.367,
60.514,
58.65,
56.776,
54.894,
53.003,
51.104,
49.197,
47.282,
45.359,
43.427,
41.487,
39.536,
37.575,
35.602,
33.616,
31.616,
29.599,
27.563,
25.506,
23.424,
21.313,
19.168,
16.983,
14.749,
12.459,
10.102,
7.665,
5.139,
2.517,
-0.194,
-2.948,
-5.624,
-7.974,
-9.602,
-10.1,
-9.316,
-7.486,
-5.037,
-2.333,
0.411,
3.097,
5.692,
8.191,
10.603,
12.939,
15.21,
17.426,
19.597,
21.728,
23.826,
25.896,
27.941,
29.965,
31.971,
33.96,
35.935,
37.896,
39.845,
41.784,
43.712,
45.63,
47.539,
49.439,
51.33,
53.212,
55.085,
56.948,
58.8,
60.64,
62.468,
64.28,
66.075,
67.849,
69.596,
71.311,
72.984,
74.602,
76.146,
77.591,
78.895,
80.007,
80.854,
81.361,
81.464,
81.152,
80.463,
79.473,
78.256,
76.876,
75.377,
73.794,
72.147,
70.453,
68.721,
66.961,
65.178,
63.376,
61.558,
59.725,
57.881,
56.026,
54.16,
52.286,
50.402,
48.51,
46.609,
44.699,
42.78,
40.851,
38.912,
36.962,
35,
33.025,
31.034,
29.028,
27.002,
24.954,
22.882,
20.78,
18.645,
16.47,
14.249,
11.973,
9.634,
7.221,
4.73,
2.16,
-0.466,
-3.082,
-5.543,
-7.58,
-8.83,
-8.977,
-7.981,
-6.104,
-3.717,
-1.12,
1.514,
4.102,
6.616,
9.049,
11.407,
13.7,
15.935,
18.123,
20.269,
22.379,
24.46,
26.516,
28.548,
30.562,
32.558,
34.539,
36.507,
38.462,
40.406,
42.34,
44.265,
46.18,
48.087,
49.985,
51.875,
53.756,
55.628,
57.491,
59.344,
61.185,
63.014,
64.828,
66.624,
68.4,
70.149,
71.865,
73.538,
75.154,
76.693,
78.125,
79.408,
80.481,
81.266,
81.682,
81.674,
81.241,
80.443,
79.36,
78.069,
76.63,
75.086,
73.465,
71.788,
70.068,
68.314,
66.535,
64.734,
62.915,
61.081,
59.235,
57.376,
55.507,
53.628,
51.74,
49.843,
47.937,
46.021,
44.096,
42.162,
40.216,
38.26,
36.292,
34.31,
32.313,
30.299,
28.266,
26.211,
24.131,
22.022,
19.878,
17.693,
15.46,
13.168,
10.806,
8.36,
5.814,
3.152,
0.367,
-2.527,
-5.457,
-8.228,
-10.454,
-11.604,
-11.3,
-9.647,
-7.132,
-4.252,
-1.31,
1.554,
4.298,
6.919,
9.43,
11.848,
14.187,
16.461,
18.681,
20.856,
22.993,
25.099,
27.177,
29.232,
31.267,
33.284,
35.286,
37.274,
39.251,
41.216,
43.171,
45.117,
47.055,
48.985,
50.907,
52.821,
54.728,
56.627,
58.518,
60.401,
62.274,
64.137,
65.988,
67.824,
69.643,
71.44,
73.208,
74.938,
76.616,
78.22,
79.716,
81.05,
82.139,
82.87,
83.128,
82.861,
82.123,
81.029,
79.69,
78.19,
76.581,
74.898,
73.163,
71.39,
69.587,
67.762,
65.918,
64.06,
62.189,
60.306,
58.414,
56.512,
54.601,
52.682,
50.754,
48.818,
46.873,
44.918,
42.954,
40.979,
38.992,
36.992,
34.978,
32.948,
30.9,
28.831,
26.737,
24.615,
22.46,
20.264,
18.021,
15.719,
13.345,
10.881,
8.303,
5.581,
2.672,
-0.475,
-3.92,
-7.7,
-11.747,
-15.666,
-18.443,
-18.77,
-16.447,
-12.656,
-8.562,
-4.688,
-1.152,
2.072,
5.042,
7.813,
10.43,
12.927,
15.329,
17.656,
19.921,
22.137,
24.312,
26.452,
28.564,
30.651,
32.717,
34.766,
36.798,
38.817,
40.824,
42.821,
44.807,
46.785,
48.755,
50.718,
52.674,
54.624,
56.568,
58.505,
60.437,
62.363,
64.282,
66.194,
68.098,
69.993,
71.875,
73.743,
75.591,
77.411,
79.189,
80.901,
82.503,
83.907,
84.947,
85.371,
85.017,
84.023,
82.643,
81.053,
79.346,
77.57,
75.75,
73.9,
72.029,
70.142,
68.242,
66.332,
64.413,
62.486,
60.552,
58.611,
56.663,
54.708,
52.747,
50.778,
48.801,
46.817,
44.823,
42.819,
40.804,
38.777,
36.736,
34.68,
32.605,
30.51,
28.391,
26.243,
24.062,
21.841,
19.571,
17.241,
14.837,
12.338,
9.718,
6.936,
3.936,
0.632,
-3.109,
-7.495,
-12.857,
-19.633,
-27.894,
-34.915,
-33.959,
-26.177,
-18.099,
-11.604,
-6.448,
-2.196,
1.455,
4.699,
7.658,
10.411,
13.013,
15.498,
17.894,
20.218,
22.486,
24.707,
26.891,
29.042,
31.167,
33.269,
35.351,
37.417,
39.469,
41.508,
43.535,
45.553,
47.563,
49.565,
51.56,
53.549,
55.532,
57.51,
59.484,
61.454,
63.42,
65.382,
67.341,
69.296,
71.247,
73.195,
75.138,
77.075,
79.004,
80.921,
82.817,
84.67,
86.414,
87.776,
87.84,
86.532,
84.802,
82.952,
81.057,
79.139,
77.209,
75.269,
73.323,
71.373,
69.417,
67.458,
65.495,
63.528,
61.556,
59.581,
57.6,
55.615,
53.624,
51.627,
49.624,
47.613,
45.594,
43.565,
41.526,
39.476,
37.412,
35.332,
33.235,
31.116,
28.974,
26.803,
24.599,
22.353,
20.057,
17.701,
15.267,
12.734,
10.073,
7.241,
4.171,
0.763,
-3.155,
-7.881,
-13.997,
-22.745,
-37.042,
-62.541,
-69.1,
-41.147,
-24.997,
-15.403,
-8.866,
-3.906,
0.153,
3.654,
6.787,
9.666,
12.362,
14.922,
17.378,
19.754,
22.065,
24.325,
26.542,
28.724,
30.877,
33.006,
35.113,
37.203,
39.276,
41.337,
43.385,
45.423,
47.452,
49.473,
51.487,
53.495,
55.497,
57.494,
59.486,
61.475,
63.46,
65.441,
67.42,
69.396,
71.37,
73.342,
75.312,
77.279,
79.245,
81.209,
83.169,
85.122,
87.057,
88.88,
88.742,
86.894,
84.956,
83.001,
81.04,
79.076,
77.109,
75.14,
73.169,
71.196,
69.22,
67.242,
65.261,
63.277,
61.29,
59.299,
57.304,
55.304,
53.299,
51.288,
49.271,
47.246,
45.213,
43.171,
41.119,
39.054,
36.976,
34.882,
32.77,
30.637,
28.479,
26.291,
24.068,
21.803,
19.485,
17.103,
14.64,
12.073,
9.37,
6.484,
3.343,
-0.162,
-4.217,
-9.143,
-15.543,
-24.572,
-37.988,
-52.331,
-46.216,
-30.722,
-19.63,
-12.068,
-6.484,
-2.033,
1.727,
5.038,
8.045,
10.837,
13.47,
15.984,
18.406,
20.755,
23.047,
25.291,
27.497,
29.671,
31.817,
33.941,
36.044,
38.131,
40.203,
42.261,
44.309,
46.346,
48.375,
50.395,
52.409,
54.415,
56.416,
58.411,
60.401,
62.386,
64.365,
66.341,
68.311,
70.275,
72.234,
74.185,
76.126,
78.055,
79.963,
81.838,
83.653,
85.336,
86.682,
87.162,
86.411,
84.951,
83.226,
81.392,
79.507,
77.593,
75.661,
73.717,
71.765,
69.805,
67.839,
65.868,
63.892,
61.911,
59.925,
57.935,
55.939,
53.938,
51.93,
49.917,
47.896,
45.867,
43.829,
41.781,
39.722,
37.65,
35.563,
33.46,
31.336,
29.191,
27.018,
24.813,
22.57,
20.281,
17.934,
15.517,
13.01,
10.387,
7.613,
4.633,
1.371,
-2.294,
-6.546,
-11.66,
-17.977,
-25.45,
-31.751,
-31.437,
-24.853,
-17.417,
-11.189,
-6.144,
-1.941,
1.691,
4.931,
7.894,
10.656,
13.27,
15.769,
18.18,
20.522,
22.807,
25.046,
27.248,
29.418,
31.561,
33.681,
35.782,
37.866,
39.935,
41.991,
44.036,
46.071,
48.096,
50.113,
52.122,
54.124,
56.119,
58.108,
60.09,
62.067,
64.036,
65.999,
67.955,
69.901,
71.838,
73.761,
75.666,
77.547,
79.39,
81.175,
82.857,
84.344,
85.444,
85.836,
85.34,
84.178,
82.659,
80.961,
79.168,
77.319,
75.435,
73.527,
71.603,
69.665,
67.718,
65.762,
63.799,
61.829,
59.853,
57.87,
55.882,
53.887,
51.885,
49.876,
47.86,
45.836,
43.802,
41.758,
39.703,
37.635,
35.553,
33.454,
31.335,
29.195,
27.028,
24.83,
22.595,
20.315,
17.98,
15.577,
13.089,
10.491,
7.75,
4.82,
1.634,
-1.906,
-5.938,
-10.633,
-16.098,
-21.915,
-26.062,
-25.495,
-20.719,
-14.877,
-9.568,
-5.026,
-1.111,
2.345,
5.471,
8.356,
11.063,
13.636,
16.104,
18.491,
20.814,
23.083,
25.31,
27.5,
29.661,
31.796,
33.91,
36.005,
38.083,
40.148,
42.2,
44.241,
46.271,
48.293,
50.307,
52.313,
54.311,
56.303,
58.289,
60.268,
62.24,
64.206,
66.164,
68.114,
70.054,
71.983,
73.896,
75.789,
77.654,
79.476,
81.228,
82.862,
84.276,
85.267,
85.545,
84.991,
83.823,
82.317,
80.634,
78.854,
77.015,
75.139,
73.238,
71.319,
69.386,
67.442,
65.489,
63.528,
61.56,
59.585,
57.603,
55.615,
53.62,
51.619,
49.61,
47.593,
45.567,
43.532,
41.487,
39.43,
37.36,
35.274,
33.172,
31.049,
28.904,
26.731,
24.526,
22.282,
19.991,
17.643,
15.223,
12.713,
10.086,
7.307,
4.324,
1.061,
-2.593,
-6.8,
-11.773,
-17.662,
-23.975,
-28.17,
-26.761,
-21.104,
-14.842,
-9.386,
-4.801,
-0.877,
2.577,
5.698,
8.578,
11.281,
13.85,
16.316,
18.7,
21.021,
23.289,
25.515,
27.705,
29.865,
32.001,
34.114,
36.21,
38.289,
40.355,
42.408,
44.45,
46.483,
48.507,
50.523,
52.532,
54.534,
56.53,
58.52,
60.505,
62.484,
64.457,
66.424,
68.385,
70.339,
72.283,
74.217,
76.136,
78.034,
79.901,
81.715,
83.435,
84.963,
86.071,
86.353,
85.646,
84.306,
82.673,
80.903,
79.061,
77.178,
75.269,
73.343,
71.404,
69.454,
67.497,
65.532,
63.562,
61.585,
59.603,
57.615,
55.621,
53.621,
51.614,
49.601,
47.579,
45.549,
43.51,
41.46,
39.398,
37.322,
35.231,
33.122,
30.993,
28.839,
26.657,
24.441,
22.184,
19.877,
17.509,
15.065,
12.522,
9.851,
7.011,
3.938,
0.538,
-3.343,
-7.955,
-13.72,
-21.285,
-31.039,
-39.53,
-37.111,
-27.212,
-18.25,
-11.46,
-6.199,
-1.905,
1.77,
5.031,
8.006,
10.776,
13.393,
15.896,
18.31,
20.653,
22.939,
25.18,
27.383,
29.554,
31.699,
33.82,
35.923,
38.009,
40.08,
42.139,
44.187,
46.224,
48.253,
50.275,
52.289,
54.298,
56.3,
58.298,
60.291,
62.279,
64.264,
66.244,
68.222,
70.195,
72.165,
74.13,
76.09,
78.044,
79.989,
81.92,
83.823,
85.665,
87.317,
88.164,
87.296,
85.64,
83.797,
81.893,
79.963,
78.018,
76.064,
74.104,
72.139,
70.17,
68.197,
66.22,
64.24,
62.256,
60.268,
58.276,
56.279,
54.277,
52.269,
50.255,
48.233,
46.204,
44.166,
42.118,
40.059,
37.987,
35.9,
33.795,
31.671,
29.523,
27.347,
25.139,
22.891,
20.594,
18.238,
15.808,
13.282,
10.633,
7.819,
4.778,
1.415,
-2.431,
-7.035,
-12.93,
-21.232,
-34.521,
-57.951,
-70.822,
-43.453,
-26.402,
-16.355,
-9.591,
-4.505,
-0.369,
3.182,
6.349,
9.253,
11.968,
14.542,
17.01,
19.394,
21.713,
23.979,
26.202,
28.389,
30.545,
32.677,
34.787,
36.878,
38.954,
41.015,
43.065,
45.104,
47.133,
49.154,
51.168,
53.175,
55.176,
57.172,
59.163,
61.15,
63.133,
65.112,
67.089,
69.063,
71.034,
73.003,
74.969,
76.934,
78.896,
80.857,
82.814,
84.767,
86.707,
88.587,
89.084,
87.285,
85.353,
83.404,
81.449,
79.491,
77.53,
75.568,
73.604,
71.638,
69.671,
67.701,
65.728,
63.753,
61.775,
59.793,
57.808,
55.818,
53.824,
51.824,
49.818,
47.806,
45.785,
43.757,
41.718,
39.668,
37.605,
35.527,
33.432,
31.318,
29.179,
27.014,
24.815,
22.577,
20.291,
17.946,
15.526,
13.011,
10.374,
7.572,
4.547,
1.205,
-2.604,
-7.137,
-12.86,
-20.651,
-32.035,
-47.063,
-50.395,
-36.085,
-23.48,
-14.894,
-8.724,
-3.929,
0.043,
3.491,
6.588,
9.439,
12.112,
14.652,
17.091,
19.45,
21.745,
23.989,
26.191,
28.358,
30.495,
32.608,
34.699,
36.772,
38.828,
40.871,
42.902,
44.921,
46.931,
48.932,
50.925,
52.911,
54.89,
56.863,
58.83,
60.791,
62.747,
64.698,
66.643,
68.581,
70.513,
72.438,
74.352,
76.254,
78.137,
79.994,
81.807,
83.54,
85.108,
86.298,
86.674,
86.002,
84.664,
83.034,
81.273,
79.447,
77.583,
75.697,
73.795,
71.881,
69.96,
68.031,
66.096,
64.157,
62.212,
60.262,
58.307,
56.348,
54.383,
52.413,
50.436,
48.453,
46.463,
44.465,
42.458,
40.441,
38.412,
36.37,
34.314,
32.24,
30.147,
28.03,
25.886,
23.71,
21.494,
19.231,
16.91,
14.517,
12.033,
9.432,
6.679,
3.723,
0.493,
-3.111,
-7.226,
-11.993,
-17.399,
-22.693,
-25.563,
-23.828,
-18.913,
-13.44,
-8.511,
-4.255,
-0.543,
2.763,
5.774,
8.567,
11.196,
13.7,
16.107,
18.436,
20.704,
22.922,
25.098,
27.239,
29.351,
31.438,
33.503,
35.55,
37.58,
39.596,
41.599,
43.591,
45.572,
47.543,
49.506,
51.46,
53.406,
55.344,
57.274,
59.197,
61.111,
63.017,
64.912,
66.797,
68.67,
70.527,
72.364,
74.177,
75.955,
77.686,
79.347,
80.901,
82.282,
83.384,
84.05,
84.13,
83.602,
82.595,
81.274,
79.759,
78.123,
76.411,
74.647,
72.847,
71.021,
69.174,
67.312,
65.438,
63.553,
61.659,
59.756,
57.847,
55.93,
54.006,
52.076,
50.138,
48.194,
46.241,
44.281,
42.312,
40.333,
38.344,
36.343,
34.328,
32.298,
30.251,
28.184,
26.093,
23.975,
21.825,
19.637,
17.403,
15.112,
12.754,
10.311,
7.764,
5.089,
2.258,
-0.757,
-3.964,
-7.307,
-10.573,
-13.252,
-14.567,
-13.981,
-11.753,
-8.653,
-5.317,
-2.059,
1.02,
3.91,
6.634,
9.219,
11.691,
14.072,
16.379,
18.625,
20.821,
22.976,
25.095,
27.185,
29.25,
31.292,
33.316,
35.322,
37.314,
39.292,
41.258,
43.213,
45.157,
47.092,
49.017,
50.934,
52.841,
54.74,
56.629,
58.509,
60.378,
62.236,
64.081,
65.911,
67.723,
69.513,
71.276,
73.004,
74.686,
76.306,
77.84,
79.251,
80.486,
81.468,
82.102,
82.304,
82.039,
81.351,
80.329,
79.067,
77.638,
76.093,
74.466,
72.78,
71.051,
69.288,
67.5,
65.691,
63.865,
62.025,
60.173,
58.31,
56.437,
54.556,
52.666,
50.768,
48.862,
46.948,
45.026,
43.095,
41.155,
39.204,
37.244,
35.271,
33.285,
31.284,
29.267,
27.23,
25.172,
23.088,
20.975,
18.827,
16.639,
14.401,
12.107,
9.744,
7.303,
4.772,
2.149,
-0.553,
-3.279,
-5.89,
-8.117,
-9.558,
-9.841,
-8.881,
-6.952,
-4.475,
-1.782,
0.935,
3.591,
6.157,
8.632,
11.024,
13.343,
15.6,
17.804,
19.964,
22.087,
24.178,
26.241,
28.281,
30.3,
32.302,
34.287,
36.258,
38.216,
40.162,
42.097,
44.023,
45.939,
47.845,
49.743,
51.631,
53.511,
55.381,
57.241,
59.09,
60.928,
62.752,
64.561,
66.351,
68.12,
69.861,
71.569,
73.233,
74.839,
76.368,
77.791,
79.067,
80.139,
80.936,
81.38,
81.418,
81.043,
80.304,
79.275,
78.031,
76.632,
75.12,
73.526,
71.873,
70.173,
68.438,
66.675,
64.889,
63.085,
61.264,
59.431,
57.585,
55.728,
53.862,
51.986,
50.101,
48.208,
46.305,
44.394,
42.474,
40.543,
38.603,
36.651,
34.686,
32.709,
30.716,
28.706,
26.676,
24.624,
22.547,
20.44,
18.298,
16.116,
13.885,
11.598,
9.245,
6.818,
4.31,
1.725,
-0.912,
-3.525,
-5.951,
-7.901,
-9,
-8.962,
-7.798,
-5.806,
-3.359,
-0.738,
1.899,
4.483,
6.988,
9.412,
11.762,
14.047,
16.277,
18.458,
20.6,
22.707,
24.785,
26.838,
28.868,
30.88,
32.875,
34.855,
36.821,
38.776,
40.72,
42.653,
44.578,
46.493,
48.399,
50.297,
52.187,
54.068,
55.941,
57.804,
59.656,
61.498,
63.326,
65.14,
66.935,
68.71,
70.457,
72.17,
73.839,
75.449,
76.979,
78.396,
79.656,
80.694,
81.43,
81.782,
81.702,
81.2,
80.342,
79.213,
77.888,
76.423,
74.859,
73.223,
71.534,
69.804,
68.042,
66.256,
64.449,
62.625,
60.786,
58.935,
57.073,
55.2,
53.317,
51.426,
49.525,
47.615,
45.696,
43.767,
41.829,
39.879,
37.919,
35.946,
33.959,
31.957,
29.937,
27.898,
25.835,
23.747,
21.628,
19.473,
17.275,
15.026,
12.715,
10.331,
7.856,
5.276,
2.572,
-0.263,
-3.211,
-6.186,
-8.96,
-11.099,
-12.042,
-11.459,
-9.556,
-6.879,
-3.913,
-0.936,
1.941,
4.686,
7.304,
9.81,
12.223,
14.558,
16.828,
19.046,
21.219,
23.354,
25.459,
27.536,
29.591,
31.625,
33.643,
35.645,
37.634,
39.611,
41.578,
43.534,
45.481,
47.42,
49.352,
51.275,
53.191,
55.1,
57.001,
58.894,
60.778,
62.654,
64.519,
66.372,
68.21,
70.031,
71.83,
73.599,
75.329,
77.006,
78.605,
80.089,
81.4,
82.447,
83.108,
83.269,
82.896,
82.063,
80.896,
79.504,
77.965,
76.328,
74.624,
72.872,
71.085,
69.271,
67.436,
65.584,
63.719,
61.841,
59.952,
58.054,
56.147,
54.231,
52.307,
50.374,
48.433,
46.482,
44.523,
42.553,
40.573,
38.58,
36.575,
34.554,
32.517,
30.461,
28.383,
26.279,
24.146,
21.978,
19.767,
17.506,
15.182,
12.782,
10.284,
7.663,
4.885,
1.901,
-1.347,
-4.926,
-8.877,
-13.104,
-17.094,
-19.609,
-19.306,
-16.365,
-12.233,
-8.015,
-4.117,
-0.592,
2.611,
5.561,
8.316,
10.919,
13.405,
15.798,
18.118,
20.378,
22.59,
24.762,
26.9,
29.01,
31.097,
33.162,
35.211,
37.244,
39.263,
41.271,
43.268,
45.255,
47.235,
49.206,
51.171,
53.128,
55.08,
57.026,
58.966,
60.9,
62.828,
64.75,
66.665,
68.572,
70.47,
72.356,
74.228,
76.079,
77.902,
79.682,
81.392,
82.983,
84.353,
85.304,
85.559,
85.01,
83.869,
82.397,
80.751,
79.008,
77.206,
75.367,
73.503,
71.621,
69.724,
67.816,
65.899,
63.974,
62.041,
60.101,
58.155,
56.202,
54.243,
52.277,
50.303,
48.322,
46.332,
44.333,
42.324,
40.303,
38.27,
36.223,
34.159,
32.076,
29.972,
27.843,
25.684,
23.49,
21.253,
18.965,
16.612,
14.18,
11.645,
8.978,
6.134,
3.047,
-0.381,
-4.307,
-8.986,
-14.825,
-22.357,
-31.453,
-37.731,
-33.914,
-24.815,
-16.698,
-10.403,
-5.425,
-1.303,
2.257,
5.437,
8.349,
11.069,
13.645,
16.111,
18.491,
20.804,
23.063,
25.277,
27.454,
29.601,
31.722,
33.821,
35.902,
37.966,
40.016,
42.054,
44.081,
46.099,
48.109,
50.111,
52.106,
54.096,
56.08,
58.059,
60.034,
62.005,
63.972,
65.936,
67.897,
69.854,
71.808,
73.758,
75.704,
77.645,
79.579,
81.501,
83.403,
85.26,
86.99,
88.185,
87.726,
86.166,
84.354,
82.469,
80.554,
78.624,
76.684,
74.738,
72.786,
70.831,
68.871,
66.908,
64.941,
62.97,
60.996,
59.017,
57.033,
55.044,
53.05,
51.05,
49.042,
47.028,
45.004,
42.971,
40.928,
38.872,
36.802,
34.716,
32.611,
30.485,
28.333,
26.151,
23.933,
21.672,
19.358,
16.978,
14.515,
11.946,
9.236,
6.337,
3.174,
-0.371,
-4.502,
-9.583,
-16.351,
-26.441,
-43.826,
-74.75,
-60.702,
-35.448,
-21.688,
-13.217,
-7.246,
-2.602,
1.265,
4.642,
7.691,
10.509,
13.161,
15.688,
18.119,
20.474,
22.769,
25.016,
27.223,
29.397,
31.543,
33.665,
35.768,
37.853,
39.923,
41.98,
44.026,
46.062,
48.09,
50.109,
52.122,
54.128,
56.129,
58.125,
60.117,
62.104,
64.089,
66.07,
68.048,
70.024,
71.997,
73.968,
75.936,
77.902,
79.866,
81.826,
83.779,
85.719,
87.612,
89.099,
88.088,
86.226,
84.293,
82.341,
80.382,
78.419,
76.453,
74.484,
72.512,
70.539,
68.562,
66.583,
64.601,
62.616,
60.627,
58.635,
56.638,
54.636,
52.629,
50.616,
48.596,
46.568,
44.532,
42.487,
40.43,
38.361,
36.278,
34.178,
32.059,
29.918,
27.75,
25.551,
23.315,
21.034,
18.697,
16.291,
13.797,
11.19,
8.434,
5.475,
2.233,
-1.422,
-5.705,
-11,
-18.021,
-28.054,
-42.083,
-50.654,
-39.356,
-25.887,
-16.494,
-9.847,
-4.767,
-0.615,
2.955,
6.141,
9.06,
11.787,
14.373,
16.85,
19.244,
21.571,
23.844,
26.074,
28.267,
30.431,
32.568,
34.684,
36.781,
38.862,
40.929,
42.984,
45.027,
47.061,
49.087,
51.104,
53.115,
55.119,
57.117,
59.11,
61.097,
63.079,
65.057,
67.029,
68.996,
70.957,
72.911,
74.856,
76.79,
78.707,
80.598,
82.446,
84.209,
85.78,
86.859,
86.884,
85.836,
84.276,
82.518,
80.673,
78.783,
76.866,
74.933,
72.989,
71.035,
69.075,
67.108,
65.137,
63.16,
61.178,
59.191,
57.2,
55.202,
53.2,
51.19,
49.174,
47.151,
45.119,
43.078,
41.027,
38.963,
36.887,
34.794,
32.684,
30.554,
28.399,
26.216,
23.999,
21.741,
19.433,
17.064,
14.618,
12.075,
9.405,
6.566,
3.501,
0.118,
-3.718,
-8.214,
-13.665,
-20.324,
-27.576,
-31.771,
-28.7,
-21.59,
-14.714,
-9.052,
-4.405,
-0.466,
2.988,
6.103,
8.978,
11.675,
14.238,
16.7,
19.081,
21.399,
23.664,
25.887,
28.075,
30.234,
32.368,
34.48,
36.573,
38.651,
40.715,
42.766,
44.806,
46.837,
48.858,
50.872,
52.878,
54.877,
56.869,
58.855,
60.835,
62.808,
64.775,
66.734,
68.685,
70.627,
72.557,
74.472,
76.367,
78.232,
80.053,
81.8,
83.414,
84.774,
85.634,
85.686,
